Country,Country Name,Country - RegionId,Country - Name_fr,Country - ParentKey,Country - SrcCode,Country - Source Note,Country - Source Note_fr,Goal,Indicator,Indicator Name,Indicator - Defenition and Data Source,Indicator - Defenition and Data Source_fr,Indicator - Goal Key,Social Group,Social Group Name,Scale,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2011
42,Seychelles,SC,Seychelles,85,SYC,"Regional member Country  Upper middle income  Less indebted    National currency: Seychelles rupee  National accounts base year: 1986  SNA price valuation: Vamkt, Latest population census: 2002",,Goal 1: Eradicate extreme poverty and hunger,20266305,Proportion of population below minimum level of dietary energy consumption (%),"The proportion of the population below the minimum level of dietary energy consumption referred to as the prevalence of undernourishment, is the percentage of the population that is undernourished or food deprived.",,1,20137105,Total,units,,14,,,,,,,,,,,,,,,,,,,
37,Niger,NE,Niger,88,NER,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 2001  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266105,Prevalence of underweight children under-five years of age Male / Female,Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,"1,01",,,,,,"0,97",,,,,,,,"1,03",,,
37,Niger,NE,Niger,88,NER,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 2001  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,,,"91,5",,,,
41,Senegal,SN,Sénégal,88,SEN,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,"22,7",,,,,"17,3",,,
21,Gambia,GM,Gambie,88,GMB,"Regional member Country  Low income  Moderately indebted    National currency: Gambian dalasi  National accounts base year: 1977  SNA price valuation: VAfc  Latest population census: 2003  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,"22,9",,,,,,,,,,,,,,,,"25,1",,,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,,,"86,7",,,,
21,Gambia,GM,Gambie,88,GMB,"Regional member Country  Low income  Moderately indebted    National currency: Gambian dalasi  National accounts base year: 1977  SNA price valuation: VAfc  Latest population census: 2003  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,4,,,,,,,,,,,,,,,,"8,8",,,
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,"56,6",,,,,,"54,3",,,,51,,,,"46,7",,,,42,
36,Namibia,NA,Namibie,87,NAM,"Regional member Country  Lower middle income  Debt not classified    National currency: Namibia dollar  National accounts base year: 1995  SNA price valuation: VAbp SNA93 Latest population census: 2001  Latest demographic, household, or health survey: DHS",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,"56,4",,,,,,,"33,8",,,"38,8","37,7",,"31,1",,,,
45,South Africa,ZA,Afrique du Sud,87,ZAF,"Regional member Country  Lower middle income  Less indebted    National currency: South African rand  National accounts base year: 2000  SNA price valuation: VAbp SNA93  Latest population census: 2001  Latest demographic, household, or health survey: DHS,",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,17,,,,,,"9,7",,,
12,"Congo, Dem. Rep.",CD,Congo (RDC),84,ZAR,"Regional member Country  Low income  Severely indebted    National currency: Congo franc  National accounts base year: 2000  SNA price valuation: VAfc  Latest population census: 1984  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,"34,4","39,1","38,6","37,6","37,4","37,1","36,9","36,6","51,1","64,3","64,2",,,,
17,Equatorial Guinea,GQ,Guinée Equat.,84,GNQ,"Regional member Country  Low income  Less indebted    National currency: CFA franc  National accounts base year: 1985  SNA price valuation: Vafc, Latest population census: 2002",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"59,9","60,3","60,3","60,5","60,7","61,1","61,6","61,3","61,5","61,6","61,8","61,7","61,7","61,7","61,6","61,4","61,5","61,5",
44,Somalia,SO,Somalie,85,SOM,"Regional member Country  Low income  Severely indebted    National currency: Somali shilling  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1987  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266305,Proportion of population below minimum level of dietary energy consumption (%),"The proportion of the population below the minimum level of dietary energy consumption referred to as the prevalence of undernourishment, is the percentage of the population that is undernourished or food deprived.",,1,20137105,Total,units,,,,,,,,,,,,,,,,,71,,,,
8,Cape Verde,CV,Cap Vert,88,CPV,"Regional member Country  Lower middle income  Less indebted    National currency: Cape Verde escudo  National accounts base year: 1980  SNA price valuation: Vamkt, Latest population census: 2000",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,16,,,,,14,,,,,,,6,,,,,4,,
14,Cote d'Ivoire,CI,Côte d'Ivoire,88,CIV,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1996  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,"4,03",,"4,81",,,"6,72",,,,"6,82",,,,,,"18,2",
9,Central African Republic,CF,Rép. Centraf.,84,CAF,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1985  SNA price valuation: Vfc  Latest population census:  2003 Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"71,8",,,,,"71,4","71,3","71,3",,
50,Tunisia,TN,Tunisie,86,TUN,"Regional member Country Lower middle income  Moderately indebted    National currency: Tunisian dinar  National accounts base year: 1990  SNA price valuation: VAP  Latest population census: 2004 Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"28,5",28,"27,6","27,6","27,1","26,8","26,4","25,6","25,2","24,8","24,5","23,8","23,7","23,2","22,8","22,7","22,5","22,3",
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,"28,1",,,,,28,26,"25,6","23,4",
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,"8,2",,,,,"7,8",,,,,"8,5",,,
45,South Africa,ZA,Afrique du Sud,87,ZAF,"Regional member Country  Lower middle income  Less indebted    National currency: South African rand  National accounts base year: 2000  SNA price valuation: VAbp SNA93  Latest population census: 2001  Latest demographic, household, or health survey: DHS,",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"5,4",,,,,,"2,3",,,
45,South Africa,ZA,Afrique du Sud,87,ZAF,"Regional member Country  Lower middle income  Less indebted    National currency: South African rand  National accounts base year: 2000  SNA price valuation: VAbp SNA93  Latest population census: 2001  Latest demographic, household, or health survey: DHS,",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,"11,5","10,6","10,4","11,4","11,3","10,1","10,1",
43,Sierra Leone,SL,Sierra Leone,88,SLE,"Regional member Country  Low income  Severely indebted    National currency: Sierra Leonean leone  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census: 2004  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,"84,7",,,,,,,,,,"77,5",,,"80,4",,,,
34,Morocco,MA,Maroc,86,MAR,"Regional member Country Lower middle income  Moderately indebted    National currency: Moroccan dirham  National accounts base year: 1980  SNA price valuation: VAbp  Latest population census:, 2004  Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,9,,,,,,,,"10,2",,,,,,,,,
1,Algeria,DZ,Algérie,86,DZA,"Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,","Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,",Goal 1: Eradicate extreme poverty and hunger,20266105,Prevalence of underweight children under-five years of age Male / Female,Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,,,1,,,,,,,
39,Rwanda,RW,Rwanda,85,RWA,"Regional member Country  Low income  Severely indebted    National currency: Rwanda franc  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 2002  Latest demographic, household, or health survey: SPA, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,,,,,,,,,,,"9,7",,,,,"9,7",,,,
30,Malawi,MW,Malawi,87,MWI,"Regional member Country  Low income  Moderately indebted    National currency: Malawi kwacha  National accounts base year: 1994  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,16,,,,,,,,,,,"18,6",,,,,"17,8",,,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,"20,3",,,,,,,,,
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,"75,2",,,,,"80,2","80,1","80,7",,
43,Sierra Leone,SL,Sierra Leone,88,SLE,"Regional member Country  Low income  Severely indebted    National currency: Sierra Leonean leone  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census: 2004  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,"25,5",,,,,"22,8",,,,,,"15,9",,,
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"16,21",,,,,"9,6",,,,
34,Morocco,MA,Maroc,86,MAR,"Regional member Country Lower middle income  Moderately indebted    National currency: Moroccan dirham  National accounts base year: 1980  SNA price valuation: VAbp  Latest population census:, 2004  Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,"3,5",,,,,,,,,"6,76",,,,,"0,6","0,56",,,,
24,Guinea-Bissau,GW,Guinée Bissau,88,GNB,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1986  SNA price valuation: VAfc  Latest population census: 1991  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"56,5","57,4","58,4","59,3","59,9","60,1","60,3",61,"61,2","61,2","61,3","61,8",62,"62,2","62,4","62,6","62,9","63,1",
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266305,Proportion of population below minimum level of dietary energy consumption (%),"The proportion of the population below the minimum level of dietary energy consumption referred to as the prevalence of undernourishment, is the percentage of the population that is undernourished or food deprived.",,1,20137105,Total,units,,,,,,,,33,"27,6",,,,,,,,,,,,
36,Namibia,NA,Namibie,87,NAM,"Regional member Country  Lower middle income  Debt not classified    National currency: Namibia dollar  National accounts base year: 1995  SNA price valuation: VAbp SNA93 Latest population census: 2001  Latest demographic, household, or health survey: DHS",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,"20,9",,,,,,,10,,,"11,9",,,"8,7",,,,
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,"76,2",,,,,,,"63,8",,
52,Zambia,ZM,Zambie,87,ZMB,"Regional member Country  Low income  Severely indebted    National currency: Zambian kwacha  National accounts base year: 1994  SNA price valuation: VAbp SNA93 Latest population census: 2000  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,"80,9",,,,,,,,,,,,,,,"64,3",,,,
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,48,,,,,,,,,,"55,58",,,,,"39,04","36,6","34,6","32,7",
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,"15,9",,,,,,"9,9",,,,"8,7",,,,"7,1",,,,"6,1",
44,Somalia,SO,Somalie,85,SOM,"Regional member Country  Low income  Severely indebted    National currency: Somali shilling  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1987  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,,,,,,"43,2",,,,
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,"40,8",,
4,Botswana,BW,Botswana,87,BWA,"Regional member Country  Upper middle income  Less indebted    National currency: Botswana pula  National accounts base year: 1994  SNA price valuation: Vabp SNA93 data on fiscal yr basis  Latest population census: 2001  Latest demographic, household, or",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,"12,5",,,,,"5,2","4,8","4,6","4,3","3,5",
12,"Congo, Dem. Rep.",CD,Congo (RDC),84,ZAR,"Regional member Country  Low income  Severely indebted    National currency: Congo franc  National accounts base year: 2000  SNA price valuation: VAfc  Latest population census: 1984  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,"70,1",,,,,,
7,Cameroon,CM,Cameroun,84,CMR,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 2000  SNA price valuation: VAbp  Latest population census: 1987  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"37,9",,,
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,"1,7",,,,,"1,8",,,,,"1,9",,,
9,Central African Republic,CF,Rép. Centraf.,84,CAF,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1985  SNA price valuation: Vfc  Latest population census:  2003 Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,,,,"28,3",,,,,33,
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,"4,6",,,,,,"5,4",,,,5,,,,"6,7",,,,"6,3",
8,Cape Verde,CV,Cap Vert,88,CPV,"Regional member Country  Lower middle income  Less indebted    National currency: Cape Verde escudo  National accounts base year: 1980  SNA price valuation: Vamkt, Latest population census: 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"57,1","56,7","55,9","54,9","53,8","52,6","51,3",50,"48,6","47,2","46,1","44,9","43,8","42,9","41,6","40,7","39,1","38,1",
31,Mali,ML,Mali,88,MLI,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: DHS, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"51,4",,,
46,Sudan,SD,Soudan,85,SDN,"Regional member Country  Low income  Severely indebted    National currency: Sudanese dinar  National accounts base year: 1982  SNA price valuation: VAfc  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"29,2","30,2","31,2","30,3","29,5","28,6","28,3","27,8","27,3","26,7","26,4",26,"25,5","25,1","24,4","23,5","23,7","23,4",
7,Cameroon,CM,Cameroun,84,CMR,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 2000  SNA price valuation: VAbp  Latest population census: 1987  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,,"60,2",,,,,,"59,8","59,8",
34,Morocco,MA,Maroc,86,MAR,"Regional member Country Lower middle income  Moderately indebted    National currency: Moroccan dirham  National accounts base year: 1980  SNA price valuation: VAbp  Latest population census:, 2004  Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"39,7","40,1","40,4","40,3","40,9","40,6","40,9","40,8","38,5","37,3","34,6","34,4","35,9","37,3",36,"35,5","34,1","34,7",
21,Gambia,GM,Gambie,88,GMB,"Regional member Country  Low income  Moderately indebted    National currency: Gambian dalasi  National accounts base year: 1977  SNA price valuation: VAfc  Latest population census: 2003  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,33,72,,,,,38,"71,7","71,6",
9,Central African Republic,CF,Rép. Centraf.,84,CAF,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1985  SNA price valuation: Vfc  Latest population census:  2003 Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,62,,,,,,,,,,,,,"62,43",,,,,"62,83",
